Unnamed: 0,tournament_id,tournament_name,team_id,team_name,team_code,player_id,family_name,given_name,shirt_number,position_name,position_code,key_id.1,player_id.1,family_name.1,given_name.1,birth_date,female,goal_keeper,defender,midfielder,forward,count_tournaments,list_tournaments,player_wikipedia_link
11,WC-1930,1930 FIFA Men's World Cup,T-03,Argentina,ARG,P-24312,Perinetti,Natalio,0,forward,FW,7450,P-24312,Perinetti,Natalio,1900-12-28,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Natalio_Perinetti
12,WC-1930,1930 FIFA Men's World Cup,T-03,Argentina,ARG,P-70166,Peucelle,Carlos,0,forward,FW,7503,P-70166,Peucelle,Carlos,1908-09-13,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Carlos_Peucelle
13,WC-1930,1930 FIFA Men's World Cup,T-03,Argentina,ARG,P-49151,Piaggio,Edmundo,0,defender,DF,7521,P-49151,Piaggio,Edmundo,1905-10-03,0,0,1,0,0,1,1930,https://en.wikipedia.org/wiki/Edmundo_Piaggio
14,WC-1930,1930 FIFA Men's World Cup,T-03,Argentina,ARG,P-44916,Scopelli,Alejandro,0,forward,FW,8533,P-44916,Scopelli,Alejandro,1908-05-12,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Alejandro_Scopelli
15,WC-1930,1930 FIFA Men's World Cup,T-03,Argentina,ARG,P-56486,Stábile,Guillermo,0,forward,FW,8945,P-56486,Stábile,Guillermo,1905-01-17,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Guillermo_St%C3%A1bile
16,WC-1930,1930 FIFA Men's World Cup,T-03,Argentina,ARG,P-37326,Varallo,Francisco,0,forward,FW,9692,P-37326,Varallo,Francisco,1910-02-05,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Francisco_Varallo
17,WC-1930,1930 FIFA Men's World Cup,T-03,Argentina,ARG,P-76546,Zumelzú,Adolfo,0,midfielder,MF,10394,P-76546,Zumelzú,Adolfo,1902-01-05,0,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Adolfo_Zumelz%C3%BA
18,WC-1930,1930 FIFA Men's World Cup,T-06,Belgium,BEL,P-92795,Adams,Ferdinand,0,forward,FW,79,P-92795,Adams,Ferdinand,1903-05-03,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Ferdinand_Adams
19,WC-1930,1930 FIFA Men's World Cup,T-06,Belgium,BEL,P-20690,Badjou,Arnold,0,goal keeper,GK,732,P-20690,Badjou,Arnold,1909-06-26,0,1,0,0,0,3,"1930, 1934, 1938",https://en.wikipedia.org/wiki/Arnold_Badjou
20,WC-1930,1930 FIFA Men's World Cup,T-06,Belgium,BEL,P-41990,Chantraine,Alexis,0,midfielder,MF,1796,P-41990,Chantraine,Alexis,1901-03-16,0,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Alexis_Chantraine
21,WC-1930,1930 FIFA Men's World Cup,T-06,Belgium,BEL,P-97126,De Bie,Jean,0,goal keeper,GK,2285,P-97126,De Bie,Jean,1892-05-09,0,1,0,0,0,1,1930,https://en.wikipedia.org/wiki/Jean_De_Bie
22,WC-1930,1930 FIFA Men's World Cup,T-06,Belgium,BEL,P-93713,De Clercq,Jean,0,midfielder,MF,2294,P-93713,De Clercq,Jean,1905-05-17,0,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Jean_De_Clercq
23,WC-1930,1930 FIFA Men's World Cup,T-06,Belgium,BEL,P-41710,De Deken,Henri,0,defender,DF,2295,P-41710,De Deken,Henri,1907-08-03,0,0,1,0,0,1,1930,https://en.wikipedia.org/wiki/Henri_De_Deken
24,WC-1930,1930 FIFA Men's World Cup,T-06,Belgium,BEL,P-45315,Delbeke,Gérard,0,midfielder,MF,2369,P-45315,Delbeke,Gérard,1903-09-01,0,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/G%C3%A9rard_Delbeke
25,WC-1930,1930 FIFA Men's World Cup,T-06,Belgium,BEL,P-16891,Diddens,Jan,0,forward,FW,2481,P-16891,Diddens,Jan,1908-09-14,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Jan_Diddens
26,WC-1930,1930 FIFA Men's World Cup,T-06,Belgium,BEL,P-61253,Hellemans,August,0,midfielder,MF,3950,P-61253,Hellemans,August,1907-09-14,0,0,0,1,0,2,"1930, 1934",https://en.wikipedia.org/wiki/August_Hellemans
27,WC-1930,1930 FIFA Men's World Cup,T-06,Belgium,BEL,P-44475,Hoydonckx,Nic,0,defender,DF,4152,P-44475,Hoydonckx,Nic,1900-12-29,0,0,1,0,0,1,1930,https://en.wikipedia.org/wiki/Nic_Hoydonckx
28,WC-1930,1930 FIFA Men's World Cup,T-06,Belgium,BEL,P-74839,Moeschal,Jacques,0,forward,FW,6362,P-74839,Moeschal,Jacques,1900-09-06,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Jacques_Moeschal_(footballer)
29,WC-1930,1930 FIFA Men's World Cup,T-06,Belgium,BEL,P-28503,Saeys,André,0,forward,FW,8265,P-28503,Saeys,André,1911-02-20,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Andr%C3%A9_Saeys
30,WC-1930,1930 FIFA Men's World Cup,T-06,Belgium,BEL,P-69286,Versyp,Louis,0,forward,FW,9783,P-69286,Versyp,Louis,1908-12-05,0,0,0,0,1,2,"1930, 1934",https://en.wikipedia.org/wiki/Louis_Versyp
31,WC-1930,1930 FIFA Men's World Cup,T-07,Bolivia,BOL,P-43807,Alborta,Mario,0,forward,FW,291,P-43807,Alborta,Mario,1910-09-19,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Mario_Alborta
32,WC-1930,1930 FIFA Men's World Cup,T-07,Bolivia,BOL,P-97354,Brito,Miguel,0,midfielder,MF,1369,P-97354,Brito,Miguel,1901-06-13,0,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Miguel_Brito
33,WC-1930,1930 FIFA Men's World Cup,T-07,Bolivia,BOL,P-16019,Bustamante,José,0,forward,FW,1483,P-16019,Bustamante,José,1907-01-01,0,0,0,0,1,1,1930,"https://en.wikipedia.org/wiki/Jos%C3%A9_Bustamante_(footballer,_born_1907)"
34,WC-1930,1930 FIFA Men's World Cup,T-07,Bolivia,BOL,P-69877,Durandal,Segundo,0,defender,DF,2660,P-69877,Durandal,Segundo,1912-03-17,0,0,1,0,0,1,1930,https://en.wikipedia.org/wiki/Segundo_Durandal
35,WC-1930,1930 FIFA Men's World Cup,T-07,Bolivia,BOL,P-61667,Fernández,René,0,forward,FW,3029,P-61667,Fernández,René,1906-01-01,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Ren%C3%A9_Fern%C3%A1ndez
36,WC-1930,1930 FIFA Men's World Cup,T-07,Bolivia,BOL,P-48216,Gómez,Gumercindo,0,forward,FW,3513,P-48216,Gómez,Gumercindo,1907-01-21,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Gumercindo_G%C3%B3mez
37,WC-1930,1930 FIFA Men's World Cup,T-07,Bolivia,BOL,P-92600,Lara,Diógenes,0,midfielder,MF,5295,P-92600,Lara,Diógenes,1903-04-06,0,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Di%C3%B3genes_Lara
38,WC-1930,1930 FIFA Men's World Cup,T-07,Bolivia,BOL,P-84833,Méndez,Rafael,0,forward,FW,6158,P-84833,Méndez,Rafael,1904-01-01,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Rafael_M%C3%A9ndez_(footballer)
39,WC-1930,1930 FIFA Men's World Cup,T-07,Bolivia,BOL,P-92838,Murillo,Miguel,0,goal keeper,GK,6584,P-92838,Murillo,Miguel,1898-03-24,0,1,0,0,0,1,1930,https://en.wikipedia.org/wiki/Miguel_Murillo_(Bolivian_footballer)
40,WC-1930,1930 FIFA Men's World Cup,T-07,Bolivia,BOL,P-93364,Noya,Constantino,0,midfielder,MF,6883,P-93364,Noya,Constantino,not available,0,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Constantino_Noya
41,WC-1930,1930 FIFA Men's World Cup,T-07,Bolivia,BOL,P-56114,Reyes Ortiz,Eduardo,0,forward,FW,7930,P-56114,Reyes Ortiz,Eduardo,1907-01-01,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Eduardo_Reyes_Ortiz
42,WC-1930,1930 FIFA Men's World Cup,T-07,Bolivia,BOL,P-35684,Reyes Peñaranda,Luis,0,defender,DF,7931,P-35684,Reyes Peñaranda,Luis,1911-06-05,0,0,1,0,0,1,1930,https://en.wikipedia.org/wiki/Luis_Reyes_Pe%C3%B1aranda
43,WC-1930,1930 FIFA Men's World Cup,T-07,Bolivia,BOL,P-00369,Sáinz,Renato,0,midfielder,MF,8279,P-00369,Sáinz,Renato,1899-12-14,0,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Renato_S%C3%A1inz
44,WC-1930,1930 FIFA Men's World Cup,T-07,Bolivia,BOL,P-67934,Valderrama,Jorge,0,midfielder,MF,9569,P-67934,Valderrama,Jorge,1906-12-12,0,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Jorge_Valderrama
45,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-11648,Benvenuto,not applicable,0,midfielder,MF,1035,P-11648,Benvenuto,not applicable,1903-08-04,0,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Benevenuto_(footballer)
46,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-58460,Doca,not applicable,0,forward,FW,2547,P-58460,Doca,not applicable,1903-04-07,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Doca_(footballer)
47,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-52323,Fausto,not applicable,0,defender,DF,2983,P-52323,Fausto,not applicable,1905-01-28,0,0,1,0,0,1,1930,https://en.wikipedia.org/wiki/Fausto_dos_Santos
48,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-00708,Fernando,not applicable,0,midfielder,MF,3034,P-00708,Fernando,not applicable,1906-03-01,0,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Fernando_Guidicelli
49,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-49818,Fortes,not applicable,0,midfielder,MF,3158,P-49818,Fortes,not applicable,1901-09-09,0,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Agostinho_Fortes_Filho
50,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-92427,Itália,not applicable,0,defender,DF,4329,P-92427,Itália,not applicable,1907-05-22,0,0,1,0,0,1,1930,https://en.wikipedia.org/wiki/Luiz_Gervazoni
51,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-16656,Joel,not applicable,0,goal keeper,GK,4517,P-16656,Joel,not applicable,1904-05-01,0,1,0,0,0,1,1930,https://en.wikipedia.org/wiki/Joel_de_Oliveira_Monteiro
52,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-72889,Leite,Carvalho,0,forward,FW,5420,P-72889,Leite,Carvalho,1912-06-25,0,0,0,0,1,2,"1930, 1934",https://en.wikipedia.org/wiki/Carvalho_Leite
53,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-30679,Manoelzinho,not applicable,0,forward,FW,5827,P-30679,Manoelzinho,not applicable,1907-08-22,0,0,0,0,1,1,1930,"https://en.wikipedia.org/wiki/Manoelzinho_(footballer,_born_1907)"
54,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-83987,Moderato,not applicable,0,forward,FW,6358,P-83987,Moderato,not applicable,1902-07-14,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Moderato_Wisintainer
55,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-10526,Nilo,not applicable,0,forward,FW,6807,P-10526,Nilo,not applicable,1903-04-03,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Nilo_Murtinho_Braga
56,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-52064,Oscarino,not applicable,0,midfielder,MF,7124,P-52064,Oscarino,not applicable,1907-01-17,0,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Oscarino_Costa_Silva
57,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-32535,Pamplona,not applicable,0,midfielder,MF,7227,P-32535,Pamplona,not applicable,1904-03-24,0,0,0,1,0,2,"1930, 1934",https://en.wikipedia.org/wiki/Estanislau_de_Figueiredo_Pamplona
58,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-38379,Poly,not applicable,0,forward,FW,7621,P-38379,Poly,not applicable,1909-01-26,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Policarpo_Ribeiro_de_Oliveira
59,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-91171,Preguinho,not applicable,0,forward,FW,7673,P-91171,Preguinho,not applicable,1905-02-08,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Preguinho
60,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-82422,Russinho,not applicable,0,forward,FW,8218,P-82422,Russinho,not applicable,1902-12-18,0,0,0,0,1,1,1930,"https://en.wikipedia.org/wiki/Russinho_(footballer,_born_1902)"
61,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-26796,Teóphilo,not applicable,0,forward,FW,9288,P-26796,Teóphilo,not applicable,1900-04-11,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Te%C3%B3philo_Bettencourt_Pereira
62,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-28745,Velloso,not applicable,0,goal keeper,GK,9747,P-28745,Velloso,not applicable,1908-09-25,0,1,0,0,0,1,1930,https://en.wikipedia.org/wiki/Osvaldo_Velloso_de_Barros
63,WC-1930,1930 FIFA Men's World Cup,T-09,Brazil,BRA,P-22493,Zé Luiz,not applicable,0,defender,DF,10295,P-22493,Zé Luiz,not applicable,1904-11-16,0,0,1,0,0,1,1930,https://en.wikipedia.org/wiki/Jos%C3%A9_Luiz_de_Oliveira
64,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-95800,Aguilera,Juan,0,forward,FW,137,P-95800,Aguilera,Juan,1903-10-23,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Juan_Aguilera_(Chilean_footballer)
65,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-33635,Arellano,Guillermo,0,forward,FW,564,P-33635,Arellano,Guillermo,1908-08-21,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Guillermo_Arellano
66,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-54301,Chaparro,Ernesto,0,defender,DF,1800,P-54301,Chaparro,Ernesto,1901-01-04,0,0,1,0,0,1,1930,https://en.wikipedia.org/wiki/Ernesto_Chaparro
67,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-88235,Coddou,Arturo,0,midfielder,MF,1992,P-88235,Coddou,Arturo,1905-01-14,0,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Arturo_Coddou
68,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-41928,Elgueta,Humberto,0,midfielder,MF,2791,P-41928,Elgueta,Humberto,1904-09-10,0,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Humberto_Elgueta
69,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-32614,Espinoza,César,0,goal keeper,GK,2885,P-32614,Espinoza,César,1900-09-28,0,1,0,0,0,1,1930,https://en.wikipedia.org/wiki/C%C3%A9sar_Espinoza_(Chilean_footballer)
70,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-07122,Morales,Víctor,0,defender,DF,6451,P-07122,Morales,Víctor,1905-05-10,0,0,1,0,0,1,1930,https://en.wikipedia.org/wiki/V%C3%ADctor_Morales_(Chilean_footballer)
71,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-66860,Muñoz,Horacio,0,forward,FW,6570,P-66860,Muñoz,Horacio,1900-01-01,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Horacio_Mu%C3%B1oz
72,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-97943,Poirier,Ulises,0,defender,DF,7607,P-97943,Poirier,Ulises,1897-02-02,0,0,1,0,0,1,1930,https://en.wikipedia.org/wiki/Ulises_Poirier
73,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-85142,Riveros,Guillermo,0,defender,DF,8010,P-85142,Riveros,Guillermo,1902-02-10,0,0,1,0,0,1,1930,https://en.wikipedia.org/wiki/Guillermo_Riveros
74,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-49261,Saavedra,Guillermo,0,midfielder,MF,8237,P-49261,Saavedra,Guillermo,1903-11-05,0,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Guillermo_Saavedra_(footballer)
75,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-08459,Subiabre,Guillermo,0,forward,FW,9072,P-08459,Subiabre,Guillermo,1902-02-25,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Guillermo_Subiabre
76,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-10927,Torres,Arturo,0,midfielder,MF,9407,P-10927,Torres,Arturo,1906-10-20,0,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Arturo_Torres_Carrasco
77,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-28795,Torres,Casimiro,0,midfielder,MF,9409,P-28795,Torres,Casimiro,1906-01-01,0,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Casimiro_Torres
78,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-61338,Vidal,Carlos,0,forward,FW,9801,P-61338,Vidal,Carlos,1902-02-24,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Carlos_Vidal
79,WC-1930,1930 FIFA Men's World Cup,T-13,Chile,CHL,P-65664,Villalobos,Eberardo,0,forward,FW,9831,P-65664,Villalobos,Eberardo,1908-04-01,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Eberardo_Villalobos
80,WC-1930,1930 FIFA Men's World Cup,T-30,France,FRA,P-68817,Andoire,Numa,0,defender,DF,476,P-68817,Andoire,Numa,1908-03-19,0,0,1,0,0,1,1930,https://en.wikipedia.org/wiki/Numa_Andoire
81,WC-1930,1930 FIFA Men's World Cup,T-30,France,FRA,P-77318,Capelle,Marcel,0,defender,DF,1615,P-77318,Capelle,Marcel,1904-12-11,0,0,1,0,0,1,1930,https://en.wikipedia.org/wiki/Marcel_Capelle
82,WC-1930,1930 FIFA Men's World Cup,T-30,France,FRA,P-83054,Chantrel,Augustin,0,midfielder,MF,1797,P-83054,Chantrel,Augustin,1906-11-11,0,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Augustin_Chantrel
83,WC-1930,1930 FIFA Men's World Cup,T-30,France,FRA,P-10604,Delfour,Edmond,0,midfielder,MF,2371,P-10604,Delfour,Edmond,1907-11-01,0,0,0,1,1,3,"1930, 1934, 1938",https://en.wikipedia.org/wiki/Edmond_Delfour
84,WC-1930,1930 FIFA Men's World Cup,T-30,France,FRA,P-53878,Delmer,Célestin,0,midfielder,MF,2381,P-53878,Delmer,Célestin,1907-02-15,0,0,0,1,0,2,"1930, 1934",https://en.wikipedia.org/wiki/C%C3%A9lestin_Delmer
85,WC-1930,1930 FIFA Men's World Cup,T-30,France,FRA,P-99087,Langiller,Marcel,0,forward,FW,5285,P-99087,Langiller,Marcel,1908-06-02,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Marcel_Langiller
86,WC-1930,1930 FIFA Men's World Cup,T-30,France,FRA,P-73308,Laurent,Jean,0,defender,DF,5332,P-73308,Laurent,Jean,1906-12-30,0,0,1,0,0,1,1930,https://en.wikipedia.org/wiki/Jean_Laurent_(footballer)
87,WC-1930,1930 FIFA Men's World Cup,T-30,France,FRA,P-05470,Laurent,Lucien,0,forward,FW,5333,P-05470,Laurent,Lucien,1907-12-10,0,0,0,0,1,2,"1930, 1934",https://en.wikipedia.org/wiki/Lucien_Laurent
88,WC-1930,1930 FIFA Men's World Cup,T-30,France,FRA,P-89688,Libérati,Ernest,0,forward,FW,5481,P-89688,Libérati,Ernest,1906-03-22,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Ernest_Lib%C3%A9rati
89,WC-1930,1930 FIFA Men's World Cup,T-30,France,FRA,P-60620,Maschinot,André,0,forward,FW,5960,P-60620,Maschinot,André,1903-06-28,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Andr%C3%A9_Maschinot
90,WC-1930,1930 FIFA Men's World Cup,T-30,France,FRA,P-67332,Mattler,Étienne,0,defender,DF,6006,P-67332,Mattler,Étienne,1905-12-25,0,0,1,0,0,3,"1930, 1934, 1938",https://en.wikipedia.org/wiki/%C3%89tienne_Mattler
91,WC-1930,1930 FIFA Men's World Cup,T-30,France,FRA,P-58728,Pinel,Marcel,0,forward,FW,7548,P-58728,Pinel,Marcel,1908-07-08,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Marcel_Pinel
92,WC-1930,1930 FIFA Men's World Cup,T-30,France,FRA,P-62322,Tassin,André,0,goal keeper,GK,9245,P-62322,Tassin,André,1902-12-24,0,1,0,0,0,1,1930,https://en.wikipedia.org/wiki/Andr%C3%A9_Tassin
93,WC-1930,1930 FIFA Men's World Cup,T-30,France,FRA,P-02281,Veinante,Émile,0,forward,FW,9734,P-02281,Veinante,Émile,1907-06-12,0,0,0,0,1,3,"1930, 1934, 1938",https://en.wikipedia.org/wiki/%C3%89mile_Veinante
94,WC-1930,1930 FIFA Men's World Cup,T-30,France,FRA,P-48345,Villaplane,Alexandre,0,midfielder,MF,9838,P-48345,Villaplane,Alexandre,1904-12-24,0,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Alexandre_Villaplane
95,WC-1930,1930 FIFA Men's World Cup,T-46,Mexico,MEX,P-33560,Bonfiglio,Oscar,0,goal keeper,GK,1216,P-33560,Bonfiglio,Oscar,1905-10-05,0,1,0,0,0,1,1930,https://en.wikipedia.org/wiki/Oscar_Bonfiglio
96,WC-1930,1930 FIFA Men's World Cup,T-46,Mexico,MEX,P-33321,Castro,Jesús,0,forward,FW,1720,P-33321,Castro,Jesús,1900-01-01,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Jes%C3%BAs_Castro_(Mexican_footballer)
97,WC-1930,1930 FIFA Men's World Cup,T-46,Mexico,MEX,P-43777,Garza Gutiérrez,Rafael,0,defender,DF,3349,P-43777,Garza Gutiérrez,Rafael,1896-12-13,0,0,1,0,0,1,1930,https://en.wikipedia.org/wiki/Rafael_Garza_Guti%C3%A9rrez
98,WC-1930,1930 FIFA Men's World Cup,T-46,Mexico,MEX,P-41910,Garza Gutiérrez,Francisco,0,defender,DF,3348,P-41910,Garza Gutiérrez,Francisco,1904-03-14,0,0,1,0,0,1,1930,https://en.wikipedia.org/wiki/Francisco_Garza_Guti%C3%A9rrez
99,WC-1930,1930 FIFA Men's World Cup,T-46,Mexico,MEX,P-31066,Gayón,Roberto,0,forward,FW,3372,P-31066,Gayón,Roberto,1905-01-01,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Roberto_Gay%C3%B3n
100,WC-1930,1930 FIFA Men's World Cup,T-46,Mexico,MEX,P-84297,López,Hilario,0,forward,FW,5590,P-84297,López,Hilario,1907-11-18,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Hilario_L%C3%B3pez
101,WC-1930,1930 FIFA Men's World Cup,T-46,Mexico,MEX,P-21313,Mejía,Dionisio,0,forward,FW,6135,P-21313,Mejía,Dionisio,1907-01-06,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Dionisio_Mej%C3%ADa
102,WC-1930,1930 FIFA Men's World Cup,T-46,Mexico,MEX,P-27734,Olivares,Felipe,0,forward,FW,7018,P-27734,Olivares,Felipe,1907-11-18,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Felipe_Olivares
103,WC-1930,1930 FIFA Men's World Cup,T-46,Mexico,MEX,P-58196,Rodríguez,Raymundo,0,midfielder,MF,8085,P-58196,Rodríguez,Raymundo,1905-04-15,0,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Raymundo_Rodr%C3%ADguez
104,WC-1930,1930 FIFA Men's World Cup,T-46,Mexico,MEX,P-08566,Rosas,Felipe,0,midfielder,MF,8148,P-08566,Rosas,Felipe,1910-02-05,0,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Felipe_Rosas
